bid_id,tender_id,vendor_id,bid_amount_inr,submission_timestamp,bid_status,disqualification_reason,technical_score,financial_score,is_winner
B1553,T264,V007,11633253,2024-01-12 01:30:00,QUALIFIED,,82.9,73.6,False
B1554,T265,V011,179484466,2024-01-04 00:30:00,QUALIFIED,,92.2,84.4,False
B1555,T265,V026,178385480,2024-01-08 20:30:00,QUALIFIED,,86.5,72.9,False
B1556,T265,V021,172402523,2023-12-29 22:30:00,QUALIFIED,,93.7,76.4,False
B1557,T265,V001,165252367,2023-12-30 20:30:00,QUALIFIED,,88.9,86.7,True
B1558,T265,V037,174586241,2023-12-29 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.1,0.0,False
B1559,T266,V023,62360519,2024-01-07 01:30:00,QUALIFIED,,83.3,93.5,True
B1560,T266,V020,73475232,2024-01-17 01:30:00,QUALIFIED,,79.7,70.4,False
B1561,T266,V029,70056698,2024-01-12 01:30:00,QUALIFIED,,86.1,71.2,False
B1562,T266,V028,67474660,2024-01-06 00:30:00,QUALIFIED,,95.9,74.2,False
B1563,T266,V036,62647182,2024-01-02 01:30:00,QUALIFIED,,93.0,75.7,False
B1564,T267,V025,181248681,2024-01-15 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,59.9,0.0,False
B1565,T267,V034,157703122,2024-01-18 02:30:00,QUALIFIED,,76.2,80.3,True
B1566,T267,V027,161933619,2024-01-19 00:30:00,QUALIFIED,,78.3,80.5,False
B1567,T267,V031,176898241,2024-01-16 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,63.5,0.0,False
B1568,T267,V030,166360786,2024-01-12 02:30:00,QUALIFIED,,87.3,86.8,False
B1569,T267,V021,164007673,2024-01-19 23:30:00,QUALIFIED,,75.2,72.9,False
B1570,T268,V030,157999930,2024-01-11 21:30:00,QUALIFIED,,93.4,87.3,False
B1571,T268,V010,180376668,2024-01-01 23:30:00,QUALIFIED,,77.2,94.9,False
B1572,T268,V005,174101776,2024-01-06 22:30:00,QUALIFIED,,92.8,82.4,False
B1573,T268,V047,177328293,2024-01-12 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.5,0.0,False
B1574,T268,V022,156198961,2023-12-30 23:30:00,QUALIFIED,,94.0,86.0,True
B1575,T268,V018,165090703,2024-01-04 23:30:00,QUALIFIED,,76.7,72.5,False
B1576,T268,V003,180755378,2024-01-18 20:30:00,QUALIFIED,,84.1,76.6,False
B1577,T268,V025,187035900,2023-12-30 20:30:00,QUALIFIED,,92.6,79.4,False
B1578,T269,V038,179670386,2024-01-11 20:30:00,QUALIFIED,,87.0,83.1,False
B1579,T269,V044,186134958,2024-01-02 21:30:00,QUALIFIED,,75.5,84.2,False
B1580,T269,V046,155903849,2024-01-13 02:30:00,QUALIFIED,,83.7,70.7,False
B1581,T269,V039,170176297,2024-01-14 22:30:00,QUALIFIED,,82.2,94.3,False
B1582,T269,V027,163314556,2024-01-09 03:30:00,QUALIFIED,,89.7,85.9,False
B1583,T269,V026,157002800,2024-01-18 00:30:00,QUALIFIED,,86.7,91.6,True
B1584,T270,V021,53059702,2024-01-14 20:30:00,QUALIFIED,,90.9,75.1,False
B1585,T270,V020,55211367,2024-01-03 22:30:00,QUALIFIED,,84.2,79.0,False
B1586,T270,V007,48287472,2024-01-24 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.7,0.0,False
B1587,T270,V047,49791086,2024-01-02 23:30:00,QUALIFIED,,86.3,79.9,False
B1588,T270,V006,53618022,2024-01-23 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,58.4,0.0,False
B1589,T270,V001,47706695,2024-01-09 23:30:00,QUALIFIED,,78.1,78.5,True
B1590,T271,V003,30843816,2024-01-22 00:30:00,QUALIFIED,,84.2,90.3,False
B1591,T271,V016,30348434,2024-01-18 00:30:00,QUALIFIED,,93.0,82.1,False
B1592,T271,V036,32187194,2024-01-23 21:30:00,QUALIFIED,,85.9,80.0,False
B1593,T271,V010,29313761,2024-01-11 23:30:00,QUALIFIED,,89.8,94.5,True
B1594,T271,V043,34470047,2024-01-19 21:30:00,QUALIFIED,,93.9,93.4,False
B1595,T271,V018,31443135,2024-01-14 02:30:00,QUALIFIED,,77.8,91.5,False
B1596,T271,V002,35615179,2024-01-21 01:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,62.8,0.0,False
B1597,T272,V030,91106189,2024-01-12 02:30:00,QUALIFIED,,78.6,84.0,False
B1598,T272,V018,92190654,2024-01-23 22:30:00,QUALIFIED,,89.8,71.6,False
B1599,T272,V037,88604283,2024-01-16 23:30:00,QUALIFIED,,90.3,87.8,False
B1600,T272,V004,81450459,2024-01-20 21:30:00,QUALIFIED,,79.5,81.3,True
B1601,T272,V040,91829528,2024-01-15 22:30:00,QUALIFIED,,91.8,82.7,False
B1602,T273,V005,185045111,2024-01-24 20:30:00,QUALIFIED,,82.0,72.4,False
B1603,T273,V034,170598340,2024-01-12 21:30:00,QUALIFIED,,85.0,91.2,False
B1604,T273,V027,151198460,2024-01-15 22:30:00,QUALIFIED,,78.7,80.8,True
B1605,T273,V047,165532721,2024-01-23 01:30:00,QUALIFIED,,79.2,78.8,False
B1606,T273,V011,178743582,2024-01-22 22:30:00,QUALIFIED,,77.0,76.4,False
B1607,T273,V013,186501268,2024-01-24 03:30:00,QUALIFIED,,77.0,70.0,False
B1608,T273,V016,190038800,2024-01-25 03:30:00,QUALIFIED,,81.4,90.0,False
B1609,T273,V039,176097921,2024-01-14 02:30:00,QUALIFIED,,79.0,85.5,False
B1610,T274,V010,43288460,2024-01-17 01:30:00,QUALIFIED,,78.5,72.5,False
B1611,T274,V029,44057251,2024-02-02 22:30:00,QUALIFIED,,94.5,83.7,False
B1612,T274,V002,45819179,2024-01-24 02:30:00,QUALIFIED,,76.4,76.2,False
B1613,T274,V040,43591048,2024-01-11 20:30:00,QUALIFIED,,83.5,79.0,False
B1614,T274,V003,43368318,2024-01-23 02:30:00,QUALIFIED,,92.8,72.3,True
B1615,T274,V035,48213826,2024-01-21 21:30:00,QUALIFIED,,88.5,77.1,False
B1616,T274,V008,43537873,2024-01-14 00:30:00,QUALIFIED,,88.2,80.1,False
B1617,T274,V020,45713124,2024-01-23 03:30:00,QUALIFIED,,81.8,82.1,False
B1618,T275,V048,16351611,2024-01-27 21:30:00,QUALIFIED,,79.0,94.1,True
B1619,T275,V037,17389126,2024-01-10 21:30:00,QUALIFIED,,86.0,74.5,False
B1620,T275,V035,18554108,2024-01-15 03:30:00,QUALIFIED,,77.1,93.7,False
B1621,T275,V012,20462391,2024-01-14 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.9,0.0,False
B1622,T275,V042,17953715,2024-01-17 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.3,0.0,False
B1623,T275,V021,20491533,2024-02-02 23:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,53.4,0.0,False
B1624,T275,V004,20174361,2024-01-10 22:30:00,QUALIFIED,,95.7,90.7,False
B1625,T275,V050,18557620,2024-01-10 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.0,0.0,False
B1626,T276,V045,171667520,2024-02-01 03:30:00,QUALIFIED,,83.3,87.4,False
B1627,T276,V001,161325372,2024-01-19 00:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.6,0.0,False
B1628,T276,V027,152233089,2024-01-14 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,57.5,0.0,False
B1629,T276,V048,152497611,2024-01-16 23:30:00,QUALIFIED,,90.0,87.4,False
B1630,T276,V025,156177080,2024-01-30 23:30:00,QUALIFIED,,80.5,89.0,False
B1631,T276,V018,159626564,2024-01-12 00:30:00,QUALIFIED,,86.6,82.4,False
B1632,T276,V013,141014290,2024-02-07 20:30:00,QUALIFIED,,85.1,72.8,True
B1633,T277,V039,20200013,2024-01-29 22:30:00,QUALIFIED,,93.0,76.3,True
B1634,T277,V003,21055118,2024-01-20 00:30:00,QUALIFIED,,76.2,79.5,False
B1635,T277,V043,24385967,2024-01-18 02:30:00,QUALIFIED,,88.2,78.4,False
B1636,T277,V033,23411533,2024-02-02 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,53.4,0.0,False
B1637,T277,V013,22579679,2024-01-17 01:30:00,QUALIFIED,,95.2,71.4,False
B1638,T277,V014,23254260,2024-01-21 03:30:00,QUALIFIED,,78.6,93.3,False
B1639,T277,V021,21896554,2024-01-30 02:30:00,QUALIFIED,,75.1,70.1,False
B1640,T278,V042,182917785,2024-01-20 20:30:00,QUALIFIED,,93.9,81.4,False
B1641,T278,V025,192105176,2024-01-25 01:30:00,QUALIFIED,,90.4,94.1,False
B1642,T278,V019,175199872,2024-01-24 01:30:00,QUALIFIED,,75.4,90.1,False
B1643,T278,V044,166782623,2024-01-17 21:30:00,QUALIFIED,,86.4,75.7,False
B1644,T278,V040,175674301,2024-01-21 00:30:00,QUALIFIED,,83.8,80.4,False
B1645,T278,V049,187078439,2024-01-17 21:30:00,QUALIFIED,,82.1,86.6,False
B1646,T278,V029,166408391,2024-01-16 00:30:00,QUALIFIED,,90.0,84.2,False
B1647,T278,V016,166273674,2024-01-12 22:30:00,QUALIFIED,,93.9,83.7,True
B1648,T279,V020,197181737,2024-01-15 21:30:00,QUALIFIED,,84.1,93.6,False
B1649,T279,V040,166630881,2024-01-30 21:30:00,QUALIFIED,,78.6,94.6,False
B1650,T279,V027,189798981,2024-02-01 21:30:00,QUALIFIED,,91.8,73.8,False
B1651,T279,V004,176954147,2024-01-30 01:30:00,QUALIFIED,,85.2,85.3,False
B1652,T279,V013,167742791,2024-01-21 03:30:00,QUALIFIED,,89.2,89.7,True
B1653,T279,V014,168814889,2024-02-06 03:30:00,QUALIFIED,,76.9,93.3,False
B1654,T279,V022,178372381,2024-01-14 01:30:00,QUALIFIED,,81.5,71.7,False
B1655,T280,V010,126094477,2024-01-25 20:30:00,QUALIFIED,,80.9,91.2,False
B1656,T280,V011,122138907,2024-02-09 01:30:00,QUALIFIED,,77.0,71.0,False
B1657,T280,V027,137706554,2024-01-27 21:30:00,QUALIFIED,,91.1,84.7,False
B1658,T280,V008,140360411,2024-01-31 20:30:00,QUALIFIED,,78.8,92.3,False
B1659,T280,V035,119393007,2024-01-21 22:30:00,QUALIFIED,,93.6,94.7,True
B1660,T281,V019,37330205,2024-01-26 21:30:00,QUALIFIED,,95.8,79.1,True
B1661,T281,V046,39347932,2024-01-28 23:30:00,QUALIFIED,,94.0,70.6,False
B1662,T281,V006,39871106,2024-02-09 03:30:00,QUALIFIED,,89.7,76.6,False
B1663,T281,V023,45254339,2024-02-04 03:30:00,QUALIFIED,,95.9,86.4,False
B1664,T281,V039,42579007,2024-02-04 03:30:00,QUALIFIED,,95.5,85.6,False
B1665,T281,V032,43176694,2024-02-13 23:30:00,QUALIFIED,,94.0,79.5,False
B1666,T282,V023,93252647,2024-02-08 20:30:00,QUALIFIED,,76.8,86.7,False
B1667,T282,V047,93944750,2024-01-26 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.8,0.0,False
B1668,T282,V017,102245796,2024-02-04 02:30:00,QUALIFIED,,76.4,84.3,False
B1669,T282,V036,85074893,2024-02-09 02:30:00,QUALIFIED,,75.2,70.3,True
B1670,T282,V013,103086719,2024-01-23 02:30:00,QUALIFIED,,88.1,91.8,False
B1671,T283,V006,164918755,2024-02-05 21:30:00,QUALIFIED,,86.1,81.9,False
B1672,T283,V046,152112121,2024-01-24 01:30:00,QUALIFIED,,84.9,88.3,True
B1673,T283,V001,177735259,2024-02-06 20:30:00,QUALIFIED,,75.1,74.4,False
B1674,T283,V028,164498969,2024-02-04 00:30:00,QUALIFIED,,89.8,71.9,False
B1675,T283,V044,164140515,2024-01-29 00:30:00,QUALIFIED,,88.3,84.8,False
B1676,T284,V049,132216819,2024-02-11 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,60.7,0.0,False
B1677,T284,V011,127813667,2024-02-13 02:30:00,QUALIFIED,,91.2,92.9,False
B1678,T284,V005,111604142,2024-01-25 02:30:00,QUALIFIED,,87.0,88.2,True
B1679,T284,V004,118443866,2024-02-01 20:30:00,QUALIFIED,,81.3,82.2,False
B1680,T284,V048,123797322,2024-01-21 00:30:00,QUALIFIED,,78.6,87.3,False
B1681,T284,V032,120583531,2024-01-29 22:30:00,QUALIFIED,,92.8,94.3,False
B1682,T285,V025,48857892,2024-01-24 01:30:00,QUALIFIED,,94.9,75.4,False
B1683,T285,V041,41962685,2024-01-30 01:30:00,QUALIFIED,,79.2,82.4,False
B1684,T285,V010,43225438,2024-01-27 23:30:00,QUALIFIED,,85.2,88.1,False
B1685,T285,V026,41133048,2024-02-08 20:30:00,QUALIFIED,,95.4,71.5,True
B1686,T285,V024,50370989,2024-02-11 22:30:00,QUALIFIED,,87.8,73.5,False
B1687,T285,V001,46432404,2024-01-30 00:30:00,QUALIFIED,,75.3,77.7,False
B1688,T286,V045,109849684,2024-02-08 00:30:00,QUALIFIED,,79.4,78.2,True
B1689,T286,V009,117078504,2024-01-24 22:30:00,QUALIFIED,,93.9,81.9,False
B1690,T286,V024,118196097,2024-02-10 22:30:00,QUALIFIED,,93.9,94.1,False
B1691,T286,V037,130087154,2024-02-03 00:30:00,QUALIFIED,,87.8,90.3,False
B1692,T286,V031,117450158,2024-02-02 20:30:00,QUALIFIED,,81.6,92.0,False
B1693,T286,V005,120654978,2024-02-16 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,56.9,0.0,False
B1694,T287,V031,113750439,2024-01-30 20:30:00,QUALIFIED,,86.8,89.6,True
B1695,T287,V016,140463757,2024-02-03 22:30:00,QUALIFIED,,86.3,90.6,False
B1696,T287,V015,132745468,2024-01-31 02:30:00,QUALIFIED,,76.3,92.1,False
B1697,T287,V041,129707593,2024-02-02 23:30:00,QUALIFIED,,82.9,87.5,False
B1698,T288,V024,60036354,2024-02-04 01:30:00,QUALIFIED,,90.9,72.7,False
B1699,T288,V030,58016748,2024-02-08 00:30:00,QUALIFIED,,84.5,74.1,False
B1700,T288,V050,56325125,2024-02-16 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,54.6,0.0,False
B1701,T288,V010,60391164,2024-02-11 22:30:00,QUALIFIED,,82.9,70.6,False
B1702,T288,V001,53935750,2024-02-05 21:30:00,QUALIFIED,,78.7,85.3,True
B1703,T289,V005,153312737,2024-02-03 22:30:00,QUALIFIED,,83.7,88.8,False
B1704,T289,V050,161310517,2024-02-23 21:30:00,QUALIFIED,,83.3,73.9,False
B1705,T289,V009,171574528,2024-02-13 20:30:00,QUALIFIED,,91.0,91.7,False
B1706,T289,V010,153076091,2024-02-24 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,61.8,0.0,False
B1707,T289,V007,153017802,2024-02-25 03:30:00,QUALIFIED,,79.9,73.8,False
B1708,T289,V034,149062232,2024-02-06 22:30:00,QUALIFIED,,83.1,85.9,True
B1709,T289,V011,158308053,2024-02-08 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,60.0,0.0,False
B1710,T290,V045,56222312,2024-02-11 03:30:00,QUALIFIED,,90.6,77.0,False
B1711,T290,V006,60153180,2024-02-11 21:30:00,QUALIFIED,,79.2,85.2,False
B1712,T290,V038,57615143,2024-02-17 23:30:00,QUALIFIED,,88.7,81.3,False
B1713,T290,V024,52965769,2024-02-07 21:30:00,QUALIFIED,,79.3,72.8,True
B1714,T290,V033,58221295,2024-02-25 00:30:00,QUALIFIED,,87.0,88.7,False
B1715,T290,V011,63319384,2024-02-07 00:30:00,QUALIFIED,,92.2,79.0,False
B1716,T291,V014,75534941,2024-02-16 20:30:00,QUALIFIED,,87.5,89.9,False
B1717,T291,V032,76464007,2024-02-15 02:30:00,QUALIFIED,,93.6,91.3,False
B1718,T291,V047,75783747,2024-02-21 23:30:00,QUALIFIED,,81.4,79.5,False
B1719,T291,V025,66636711,2024-02-17 02:30:00,QUALIFIED,,76.1,75.4,True
B1720,T291,V021,69679031,2024-02-08 22:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,55.8,0.0,False
B1721,T291,V030,67279965,2024-02-21 02:30:00,QUALIFIED,,80.5,93.3,False
B1722,T292,V047,173371320,2024-02-07 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,59.7,0.0,False
B1723,T292,V016,171467007,2024-02-17 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,57.0,0.0,False
B1724,T292,V030,166817262,2024-02-17 01:30:00,QUALIFIED,,95.4,84.4,True
B1725,T292,V038,165486584,2024-02-27 23:30:00,QUALIFIED,,90.1,75.1,False
B1726,T293,V045,68612886,2024-02-16 01:30:00,QUALIFIED,,93.9,88.2,False
B1727,T293,V032,69737431,2024-02-20 22:30:00,QUALIFIED,,87.2,79.3,False
B1728,T293,V015,75628926,2024-02-06 23:30:00,QUALIFIED,,89.1,92.2,False
B1729,T293,V046,71533089,2024-02-17 22:30:00,QUALIFIED,,76.8,76.3,False
B1730,T293,V004,64373151,2024-02-01 22:30:00,QUALIFIED,,84.5,83.5,False
B1731,T293,V019,62836140,2024-02-03 03:30:00,QUALIFIED,,82.2,93.0,True
B1732,T293,V024,75618298,2024-02-26 22:30:00,QUALIFIED,,92.5,74.0,False
B1733,T293,V006,73170146,2024-02-27 00:30:00,QUALIFIED,,83.3,90.6,False
B1734,T294,V008,34625944,2024-02-23 22:30:00,QUALIFIED,,89.4,94.7,False
B1735,T294,V021,30902307,2024-02-10 20:30:00,QUALIFIED,,89.6,88.8,False
B1736,T294,V047,33978771,2024-02-03 02:30:00,QUALIFIED,,94.2,87.4,False
B1737,T294,V024,31408840,2024-02-06 21:30:00,QUALIFIED,,79.4,86.0,False
B1738,T294,V036,35455241,2024-02-25 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,54.1,0.0,False
B1739,T294,V026,28436931,2024-02-05 02:30:00,QUALIFIED,,76.4,81.3,True
B1740,T294,V034,30231905,2024-02-19 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,58.4,0.0,False
B1741,T295,V044,80472249,2024-02-06 20:30:00,QUALIFIED,,83.1,83.5,False
B1742,T295,V032,81611310,2024-02-06 22:30:00,QUALIFIED,,89.4,94.9,False
B1743,T295,V003,78277126,2024-02-14 02:30:00,QUALIFIED,,85.0,83.6,True
B1744,T295,V021,81355452,2024-02-06 02:30:00,QUALIFIED,,90.7,76.0,False
B1745,T296,V044,83618073,2024-02-20 02:30:00,QUALIFIED,,85.5,81.6,True
B1746,T296,V009,93548416,2024-02-22 03:30:00,QUALIFIED,,77.5,82.9,False
B1747,T296,V038,84479582,2024-02-19 23:30:00,QUALIFIED,,75.8,85.0,False
B1748,T296,V050,88861586,2024-02-13 01:30:00,QUALIFIED,,76.6,82.1,False
B1749,T297,V015,14764191,2024-02-11 03:30:00,QUALIFIED,,82.7,87.5,False
B1750,T297,V046,13622093,2024-02-13 22:30:00,QUALIFIED,,88.3,72.7,True
B1751,T297,V029,15808132,2024-02-21 21:30:00,QUALIFIED,,83.9,71.6,False
B1752,T297,V045,15163780,2024-02-08 22:30:00,QUALIFIED,,85.6,76.1,False
B1753,T297,V008,17195971,2024-02-26 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.2,0.0,False
B1754,T297,V007,14931608,2024-02-23 20:30:00,QUALIFIED,,86.5,83.9,False
B1755,T297,V011,15821031,2024-02-09 01:30:00,QUALIFIED,,77.4,71.0,False
B1756,T298,V034,6978358,2024-02-16 20:30:00,QUALIFIED,,78.6,83.8,False
B1757,T298,V001,6930214,2024-03-01 01:30:00,QUALIFIED,,93.0,73.6,False
B1758,T298,V020,7103876,2024-02-17 02:30:00,QUALIFIED,,80.2,88.8,False
B1759,T298,V009,6226241,2024-02-21 00:30:00,QUALIFIED,,92.4,80.2,True
B1760,T298,V021,7093277,2024-03-01 22:30:00,QUALIFIED,,75.6,86.8,False
B1761,T298,V016,7325379,2024-02-19 20:30:00,QUALIFIED,,93.2,88.7,False
B1762,T298,V031,6280124,2024-02-12 21:30:00,QUALIFIED,,90.9,73.9,False
B1763,T298,V014,6893721,2024-02-22 20:30:00,QUALIFIED,,84.1,70.8,False
B1764,T299,V035,14468520,2024-02-11 01:30:00,QUALIFIED,,76.9,82.2,False
B1765,T299,V039,14344252,2024-02-17 02:30:00,QUALIFIED,,80.6,76.8,False
B1766,T299,V021,14192164,2024-02-17 00:30:00,QUALIFIED,,94.0,92.7,False
B1767,T299,V020,13303072,2024-02-21 23:30:00,QUALIFIED,,79.0,78.4,True
B1768,T299,V031,15293507,2024-02-24 23:30:00,QUALIFIED,,89.1,74.7,False
B1769,T299,V033,15114158,2024-02-28 23:30:00,QUALIFIED,,89.4,87.8,False
B1770,T300,V041,172979205,2024-02-19 20:30:00,QUALIFIED,,78.1,85.1,False
B1771,T300,V022,158146415,2024-02-25 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.6,0.0,False
B1772,T300,V012,179911111,2024-02-22 20:30:00,QUALIFIED,,86.6,90.5,False
B1773,T300,V042,166403585,2024-02-25 00:30:00,QUALIFIED,,95.6,85.7,False
B1774,T300,V032,165715160,2024-03-05 20:30:00,QUALIFIED,,81.6,73.5,False
B1775,T300,V024,154007365,2024-02-14 03:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,51.0,0.0,False
B1776,T300,V016,153513850,2024-02-20 23:30:00,QUALIFIED,,77.0,88.6,False
B1777,T300,V026,147505573,2024-03-08 03:30:00,QUALIFIED,,75.2,78.4,True
B1778,T301,V010,115827339,2024-02-24 00:30:00,QUALIFIED,,75.4,74.0,False
B1779,T301,V002,111230561,2024-02-16 23:30:00,QUALIFIED,,92.0,73.1,True
B1780,T301,V036,117595014,2024-02-23 00:30:00,QUALIFIED,,87.8,92.3,False
B1781,T301,V038,133558226,2024-02-28 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,59.4,0.0,False
B1782,T301,V021,122088470,2024-02-16 21:30:00,QUALIFIED,,79.9,91.2,False
B1783,T302,V044,41418435,2024-02-27 21:30:00,QUALIFIED,,87.7,79.3,False
B1784,T302,V032,47408638,2024-02-24 21:30:00,QUALIFIED,,83.5,75.4,False
B1785,T302,V028,40283026,2024-03-07 00:30:00,QUALIFIED,,90.0,92.5,True
B1786,T302,V034,44565831,2024-02-15 20:30:00,QUALIFIED,,89.4,84.1,False
B1787,T302,V022,46899943,2024-03-12 20:30:00,QUALIFIED,,75.5,84.3,False
B1788,T303,V018,118665518,2024-02-26 00:30:00,QUALIFIED,,95.6,79.1,False
B1789,T303,V024,114688737,2024-03-13 01:30:00,QUALIFIED,,76.9,87.4,True
B1790,T303,V017,114586961,2024-03-12 23:30:00,QUALIFIED,,81.2,91.5,False
B1791,T303,V031,120097876,2024-02-15 01:30:00,QUALIFIED,,81.5,83.0,False
B1792,T303,V011,118971373,2024-03-13 03:30:00,QUALIFIED,,91.4,91.8,False
B1793,T304,V046,158219003,2024-03-02 01:30:00,QUALIFIED,,94.6,76.1,False
B1794,T304,V005,141814386,2024-03-07 23:30:00,QUALIFIED,,75.4,82.6,False
B1795,T304,V049,143263132,2024-03-09 01:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,52.2,0.0,False
B1796,T304,V007,145535204,2024-02-22 22:30:00,QUALIFIED,,80.9,76.1,False
B1797,T304,V018,146825848,2024-03-10 00:30:00,QUALIFIED,,87.7,71.1,False
B1798,T304,V012,171151872,2024-03-09 03:30:00,QUALIFIED,,86.1,82.2,False
B1799,T304,V035,164267141,2024-02-24 21:30:00,QUALIFIED,,84.8,86.2,False
B1800,T304,V008,140281900,2024-02-16 21:30:00,QUALIFIED,,90.8,83.1,True
B1801,T305,V027,14471151,2024-03-03 21:30:00,QUALIFIED,,90.8,81.2,False
B1802,T305,V025,14046649,2024-03-05 23:30:00,QUALIFIED,,78.0,92.5,False
B1803,T305,V049,14878318,2024-03-01 20:30:00,QUALIFIED,,90.0,79.3,False
B1804,T305,V020,12032611,2024-03-05 21:30:00,QUALIFIED,,95.2,76.1,True
B1805,T305,V024,12865413,2024-02-19 02:30:00,QUALIFIED,,76.1,81.6,False
B1806,T305,V002,13505345,2024-02-18 21:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,54.1,0.0,False
B1807,T305,V021,14659087,2024-02-21 20:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,63.7,0.0,False
B1808,T305,V032,14728333,2024-03-07 22:30:00,QUALIFIED,,81.5,82.7,False
B1809,T306,V029,78304846,2024-02-17 22:30:00,QUALIFIED,,76.1,82.9,False
B1810,T306,V026,73191142,2024-02-22 20:30:00,QUALIFIED,,85.8,86.7,False
B1811,T306,V022,79635631,2024-02-19 02:30:00,QUALIFIED,,78.2,90.6,False
B1812,T306,V040,76330053,2024-02-22 23:30:00,QUALIFIED,,91.0,74.9,False
B1813,T306,V001,71270838,2024-02-28 21:30:00,QUALIFIED,,79.6,71.1,True
B1814,T307,V001,171544775,2024-03-06 20:30:00,QUALIFIED,,78.5,86.8,False
B1815,T307,V005,150511277,2024-02-21 20:30:00,QUALIFIED,,82.2,88.2,False
B1816,T307,V011,158573562,2024-02-27 23:30:00,QUALIFIED,,86.5,92.5,False
B1817,T307,V003,148404333,2024-02-22 22:30:00,QUALIFIED,,86.1,86.7,True
B1818,T307,V017,173056270,2024-02-24 23:30:00,QUALIFIED,,91.3,76.1,False
B1819,T308,V038,80470086,2024-03-09 00:30:00,QUALIFIED,,78.2,72.5,False
B1820,T308,V020,71464040,2024-03-04 21:30:00,QUALIFIED,,90.6,80.5,True
B1821,T308,V017,77043020,2024-03-14 00:30:00,QUALIFIED,,85.1,93.2,False
B1822,T308,V007,72986718,2024-03-06 03:30:00,QUALIFIED,,92.1,73.9,False
B1823,T309,V038,113308704,2024-03-03 01:30:00,QUALIFIED,,87.5,91.3,False
B1824,T309,V014,98819807,2024-03-11 03:30:00,QUALIFIED,,84.0,92.4,False
B1825,T309,V026,115981510,2024-02-22 01:30:00,QUALIFIED,,75.0,74.4,False
B1826,T309,V028,99495466,2024-03-01 22:30:00,QUALIFIED,,76.8,74.1,False
B1827,T309,V016,94152183,2024-03-10 03:30:00,QUALIFIED,,95.9,72.1,True
B1828,T309,V019,97561137,2024-03-13 00:30:00,QUALIFIED,,93.8,90.6,False
B1829,T309,V046,106841643,2024-03-04 23:30:00,QUALIFIED,,86.0,90.8,False
B1830,T310,V003,183180037,2024-03-04 23:30:00,QUALIFIED,,89.8,80.0,False
B1831,T310,V026,183070170,2024-03-11 23:30:00,QUALIFIED,,79.4,81.5,False
B1832,T310,V022,179621792,2024-03-25 02:30:00,DISQUALIFIED,Technical evaluation: non-compliant asphalt batching plant certification,62.3,0.0,False
B1833,T310,V043,149896803,2024-02-28 01:30:00,QUALIFIED,,78.1,71.8,True
B1834,T310,V011,181853490,2024-03-07 00:30:00,QUALIFIED,,84.1,73.1,False
B1835,T310,V045,177662973,2024-03-08 00:30:00,QUALIFIED,,88.8,79.1,False
B1836,T311,V043,18847168,2024-03-01 22:30:00,QUALIFIED,,90.8,91.7,False
B1837,T311,V026,16243828,2024-03-09 23:30:00,QUALIFIED,,85.2,94.7,False
